qtr,area_title,own_title,total_qtrly_wages
1,"Richardson County, Nebraska",Local Government,3136782
2,"Richardson County, Nebraska",Local Government,3225837
1,"Richardson County, Nebraska",Private,3823209
2,"Richardson County, Nebraska",Private,4115523
1,"Rock County, Nebraska",State Government,0
2,"Rock County, Nebraska",State Government,0
1,"Rock County, Nebraska",Local Government,1605979
2,"Rock County, Nebraska",Local Government,1458242
1,"Rock County, Nebraska",Private,106086
2,"Rock County, Nebraska",Private,122314
1,"Saline County, Nebraska",State Government,0
2,"Saline County, Nebraska",State Government,0
1,"Saline County, Nebraska",Local Government,9875741
2,"Saline County, Nebraska",Local Government,10650099
1,"Saline County, Nebraska",Private,6140933
2,"Saline County, Nebraska",Private,6435829
1,"Sarpy County, Nebraska",Federal Government,1309782
2,"Sarpy County, Nebraska",Federal Government,1332375
1,"Sarpy County, Nebraska",State Government,2906372
2,"Sarpy County, Nebraska",State Government,2324458
1,"Sarpy County, Nebraska",Local Government,46161263
2,"Sarpy County, Nebraska",Local Government,47785961
1,"Sarpy County, Nebraska",Private,66254821
2,"Sarpy County, Nebraska",Private,68137258
1,"Saunders County, Nebraska",State Government,0
2,"Saunders County, Nebraska",State Government,0
1,"Saunders County, Nebraska",Local Government,8859428
2,"Saunders County, Nebraska",Local Government,8535007
1,"Saunders County, Nebraska",Private,3200201
2,"Saunders County, Nebraska",Private,3380442
1,"Scotts Bluff County, Nebraska",State Government,3110110
2,"Scotts Bluff County, Nebraska",State Government,2820085
1,"Scotts Bluff County, Nebraska",Local Government,18179448
2,"Scotts Bluff County, Nebraska",Local Government,18779867
1,"Scotts Bluff County, Nebraska",Private,32938901
2,"Scotts Bluff County, Nebraska",Private,37324235
1,"Seward County, Nebraska",State Government,0
2,"Seward County, Nebraska",State Government,0
1,"Seward County, Nebraska",Local Government,8712011
2,"Seward County, Nebraska",Local Government,8665697
1,"Seward County, Nebraska",Private,9311657
2,"Seward County, Nebraska",Private,9745631
1,"Sheridan County, Nebraska",State Government,0
2,"Sheridan County, Nebraska",State Government,0
1,"Sheridan County, Nebraska",Local Government,3604152
2,"Sheridan County, Nebraska",Local Government,3953302
1,"Sheridan County, Nebraska",Private,821791
2,"Sheridan County, Nebraska",Private,923989
1,"Sherman County, Nebraska",State Government,0
2,"Sherman County, Nebraska",State Government,0
1,"Sherman County, Nebraska",Local Government,0
2,"Sherman County, Nebraska",Local Government,0
1,"Sherman County, Nebraska",Private,1049676
2,"Sherman County, Nebraska",Private,1128316
1,"Sioux County, Nebraska",State Government,0
2,"Sioux County, Nebraska",State Government,0
1,"Sioux County, Nebraska",Local Government,386873
2,"Sioux County, Nebraska",Local Government,360104
1,"Sioux County, Nebraska",Private,0
2,"Sioux County, Nebraska",Private,0
1,"Stanton County, Nebraska",State Government,0
2,"Stanton County, Nebraska",State Government,0
1,"Stanton County, Nebraska",Local Government,0
2,"Stanton County, Nebraska",Local Government,0
1,"Stanton County, Nebraska",Private,165871
2,"Stanton County, Nebraska",Private,167187
1,"Thayer County, Nebraska",State Government,0
2,"Thayer County, Nebraska",State Government,0
1,"Thayer County, Nebraska",Local Government,4257672
2,"Thayer County, Nebraska",Local Government,4678605
1,"Thayer County, Nebraska",Private,979355
2,"Thayer County, Nebraska",Private,1089453
1,"Thomas County, Nebraska",State Government,0
2,"Thomas County, Nebraska",State Government,0
1,"Thomas County, Nebraska",Local Government,0
2,"Thomas County, Nebraska",Local Government,0
1,"Thomas County, Nebraska",Private,0
2,"Thomas County, Nebraska",Private,0
1,"Thurston County, Nebraska",State Government,0
2,"Thurston County, Nebraska",State Government,0
1,"Thurston County, Nebraska",Local Government,11586730
2,"Thurston County, Nebraska",Local Government,11984076
1,"Thurston County, Nebraska",Private,2820988
2,"Thurston County, Nebraska",Private,3064339
1,"Valley County, Nebraska",State Government,0
2,"Valley County, Nebraska",State Government,0
1,"Valley County, Nebraska",Local Government,3628892
2,"Valley County, Nebraska",Local Government,3319340
1,"Valley County, Nebraska",Private,1065282
2,"Valley County, Nebraska",Private,1096298
1,"Washington County, Nebraska",State Government,0
2,"Washington County, Nebraska",State Government,0
1,"Washington County, Nebraska",Local Government,5351156
2,"Washington County, Nebraska",Local Government,5426813
1,"Washington County, Nebraska",Private,6412879
2,"Washington County, Nebraska",Private,6288008
1,"Wayne County, Nebraska",State Government,0
2,"Wayne County, Nebraska",State Government,0
1,"Wayne County, Nebraska",Local Government,3984803
2,"Wayne County, Nebraska",Local Government,3907290
1,"Wayne County, Nebraska",Private,4067083
2,"Wayne County, Nebraska",Private,4497030
1,"Webster County, Nebraska",State Government,0
2,"Webster County, Nebraska",State Government,0
1,"Webster County, Nebraska",Local Government,1728117
2,"Webster County, Nebraska",Local Government,1836784
1,"Webster County, Nebraska",Private,838598
2,"Webster County, Nebraska",Private,824587
1,"Wheeler County, Nebraska",Local Government,0
2,"Wheeler County, Nebraska",Local Government,0
1,"York County, Nebraska",State Government,0
2,"York County, Nebraska",State Government,0
1,"York County, Nebraska",Local Government,3415363
2,"York County, Nebraska",Local Government,3487469
1,"York County, Nebraska",Private,12393894
2,"York County, Nebraska",Private,11417346
1,"Unknown Or Undefined, Nebraska",Federal Government,56646
2,"Unknown Or Undefined, Nebraska",Federal Government,46680
1,"Unknown Or Undefined, Nebraska",State Government,49499
2,"Unknown Or Undefined, Nebraska",State Government,49373
1,"Unknown Or Undefined, Nebraska",Local Government,1697525
2,"Unknown Or Undefined, Nebraska",Local Government,1704801
1,"Unknown Or Undefined, Nebraska",Private,13644284
2,"Unknown Or Undefined, Nebraska",Private,13778953
1,Nevada -- Statewide,Federal Government,91053488
2,Nevada -- Statewide,Federal Government,106360843
1,Nevada -- Statewide,State Government,244340187
2,Nevada -- Statewide,State Government,251052748
1,Nevada -- Statewide,Local Government,759199935
2,Nevada -- Statewide,Local Government,743590802
1,Nevada -- Statewide,Private,1883851128
2,Nevada -- Statewide,Private,1916063188
1,"Churchill County, Nevada",Federal Government,523497
2,"Churchill County, Nevada",Federal Government,660370
1,"Churchill County, Nevada",State Government,0
2,"Churchill County, Nevada",State Government,0
1,"Churchill County, Nevada",Local Government,0
2,"Churchill County, Nevada",Local Government,0
1,"Churchill County, Nevada",Private,11689474
2,"Churchill County, Nevada",Private,11568113
1,"Clark County, Nevada",Federal Government,57864213
2,"Clark County, Nevada",Federal Government,66780431
1,"Clark County, Nevada",State Government,143838561
2,"Clark County, Nevada",State Government,147737003
1,"Clark County, Nevada",Local Government,0
2,"Clark County, Nevada",Local Government,0
1,"Clark County, Nevada",Private,1370151126
2,"Clark County, Nevada",Private,1403473019
1,"Douglas County, Nevada",Federal Government,465572
2,"Douglas County, Nevada",Federal Government,588634
1,"Douglas County, Nevada",State Government,0
2,"Douglas County, Nevada",State Government,0
1,"Douglas County, Nevada",Local Government,11050241
2,"Douglas County, Nevada",Local Government,0
1,"Douglas County, Nevada",Private,17517689
2,"Douglas County, Nevada",Private,19846501
1,"Elko County, Nevada",Federal Government,586559
2,"Elko County, Nevada",Federal Government,700398
1,"Elko County, Nevada",State Government,0
2,"Elko County, Nevada",State Government,0
1,"Elko County, Nevada",Local Government,0
2,"Elko County, Nevada",Local Government,0
1,"Elko County, Nevada",Private,19612575
2,"Elko County, Nevada",Private,21248297
1,"Esmeralda County, Nevada",Local Government,0
2,"Esmeralda County, Nevada",Local Government,0
1,"Eureka County, Nevada",Local Government,0
2,"Eureka County, Nevada",Local Government,0
1,"Eureka County, Nevada",Private,0
2,"Eureka County, Nevada",Private,0
1,"Humboldt County, Nevada",State Government,0
2,"Humboldt County, Nevada",State Government,0
1,"Humboldt County, Nevada",Local Government,0
2,"Humboldt County, Nevada",Local Government,0
1,"Humboldt County, Nevada",Private,2565549
2,"Humboldt County, Nevada",Private,2426332
1,"Lander County, Nevada",State Government,0
2,"Lander County, Nevada",State Government,0
1,"Lander County, Nevada",Local Government,0
2,"Lander County, Nevada",Local Government,0
1,"Lander County, Nevada",Private,167372
2,"Lander County, Nevada",Private,145943
1,"Lincoln County, Nevada",State Government,0
2,"Lincoln County, Nevada",State Government,0
1,"Lincoln County, Nevada",Local Government,0
2,"Lincoln County, Nevada",Local Government,0
1,"Lincoln County, Nevada",Private,311033
2,"Lincoln County, Nevada",Private,324270
1,"Lyon County, Nevada",State Government,271090
2,"Lyon County, Nevada",State Government,0
1,"Lyon County, Nevada",Local Government,0
2,"Lyon County, Nevada",Local Government,0
1,"Lyon County, Nevada",Private,5947186
2,"Lyon County, Nevada",Private,6404880
1,"Mineral County, Nevada",Federal Government,0
2,"Mineral County, Nevada",Federal Government,1647
1,"Mineral County, Nevada",Local Government,3519033
2,"Mineral County, Nevada",Local Government,3173238
1,"Mineral County, Nevada",Private,155824
2,"Mineral County, Nevada",Private,140666
1,"Nye County, Nevada",State Government,0
2,"Nye County, Nevada",State Government,0
1,"Nye County, Nevada",Local Government,0
2,"Nye County, Nevada",Local Government,0
1,"Nye County, Nevada",Private,11578693
2,"Nye County, Nevada",Private,13102351
1,"Pershing County, Nevada",State Government,0
2,"Pershing County, Nevada",State Government,0
1,"Pershing County, Nevada",Local Government,2864460
2,"Pershing County, Nevada",Local Government,2662656
1,"Pershing County, Nevada",Private,82384
2,"Pershing County, Nevada",Private,83177
1,"Storey County, Nevada",Local Government,0
2,"Storey County, Nevada",Local Government,0
1,"Storey County, Nevada",Private,1114516
2,"Storey County, Nevada",Private,1200150
1,"Washoe County, Nevada",Federal Government,31513800
2,"Washoe County, Nevada",Federal Government,37519708
1,"Washoe County, Nevada",State Government,88907140
2,"Washoe County, Nevada",State Government,90564807
1,"Washoe County, Nevada",Local Government,0
2,"Washoe County, Nevada",Local Government,0
1,"Washoe County, Nevada",Private,377182104
2,"Washoe County, Nevada",Private,371731555
1,"White Pine County, Nevada",State Government,0
2,"White Pine County, Nevada",State Government,0
1,"White Pine County, Nevada",Local Government,0
2,"White Pine County, Nevada",Local Government,0
1,"White Pine County, Nevada",Private,1334535
2,"White Pine County, Nevada",Private,1329776
1,"Carson City, Nevada",State Government,0
2,"Carson City, Nevada",State Government,0
1,"Carson City, Nevada",Local Government,0
2,"Carson City, Nevada",Local Government,0
1,"Carson City, Nevada",Private,62564396
2,"Carson City, Nevada",Private,61273617
1,"Unknown Or Undefined, Nevada",Federal Government,99847
2,"Unknown Or Undefined, Nevada",Federal Government,109655
1,"Unknown Or Undefined, Nevada",State Government,0
2,"Unknown Or Undefined, Nevada",State Government,0
1,"Unknown Or Undefined, Nevada",Private,0
2,"Unknown Or Undefined, Nevada",Private,0
1,New Hampshire -- Statewide,Federal Government,19533438
2,New Hampshire -- Statewide,Federal Government,22927514
1,New Hampshire -- Statewide,State Government,120213703
2,New Hampshire -- Statewide,State Government,112635525
1,New Hampshire -- Statewide,Local Government,438937034
2,New Hampshire -- Statewide,Local Government,556154838
1,New Hampshire -- Statewide,Private,1624731587
2,New Hampshire -- Statewide,Private,1620828955
1,"Belknap County, New Hampshire",State Government,0
2,"Belknap County, New Hampshire",State Government,0
1,"Belknap County, New Hampshire",Local Government,22416981
2,"Belknap County, New Hampshire",Local Government,27742449
1,"Belknap County, New Hampshire",Private,47209495
2,"Belknap County, New Hampshire",Private,49483534
1,"Carroll County, New Hampshire",State Government,0
2,"Carroll County, New Hampshire",State Government,0
1,"Carroll County, New Hampshire",Local Government,18149980
2,"Carroll County, New Hampshire",Local Government,23563887
1,"Carroll County, New Hampshire",Private,32570823
2,"Carroll County, New Hampshire",Private,30451852
1,"Cheshire County, New Hampshire",State Government,0
2,"Cheshire County, New Hampshire",State Government,0
1,"Cheshire County, New Hampshire",Local Government,22563539
2,"Cheshire County, New Hampshire",Local Government,29774390
1,"Cheshire County, New Hampshire",Private,59573608
2,"Cheshire County, New Hampshire",Private,55737447
1,"Coos County, New Hampshire",State Government,0
2,"Coos County, New Hampshire",State Government,0
1,"Coos County, New Hampshire",Local Government,12830160
